RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq%,MSinceMostRecentInqexcl7days%,PercentBadTrades,RegularDelqFlag,HigherUtilizationDelqRisk
Good,85,299,2,95,12,,93,2years+,6,6,14,3,14,Never,OneOrTwo,5,3,1,0,78,0.6172839506172839,0.23201856148491878,15,0,0
Bad,69,432,7,150,13,OnceOrTwice,73,InLast6Months,3,5,10,1,27,Never,UpTo10,7,1,None,0,60,0.7575757575757576,0.23201856148491878,-30,1,0
Bad,73,190,19,68,37,,100,Unknown,7,8,41,0,7,Never,unknown,41,10,None,5,63,0.21739130434782608,0.23201856148491878,10,0,0
Good,85,241,7,120,36,,100,Unknown,7,8,36,1,39,InLast6Months,noInqueryMade,1,3,3,0,50,0.21739130434782608,0.6896551724137931,0,0,0
Bad,74,273,5,73,39,,98,InLast6Months,4,6,40,3,43,Never,noInqueryMade,3,2,5OrMore,0,45,0.7575757575757576,0.23201856148491878,3,0,0
Bad,68,164,12,78,48,Never,94,InLast6Months,4,6,50,0,29,Never,OneOrTwo,67,4,5OrMore,2,74,0.7575757575757576,0.23201856148491878,4,0,1
Bad,82,274,21,123,11,,100,Unknown,7,8,11,0,9,Never,unknown,20,4,None,1,56,0.21739130434782608,0.23201856148491878,0,0,0
Bad,71,129,0,58,46,,100,Unknown,7,8,39,3,38,Never,UpTo5,42,3,4,1,60,0.21739130434782608,0.23201856148491878,-17,0,0
Bad,64,314,4,94,53,,100,Unknown,7,8,55,5,52,Unknown,UpTo10,82,10,5OrMore,5,88,0.21739130434782608,0.4273504273504274,4,0,1
Bad,71,109,16,48,26,,100,Unknown,7,8,27,0,26,Never,OneOrTwo,26,4,1,1,38,0.21739130434782608,0.23201856148491878,4,0,0
Good,65,198,5,73,22,Never,88,2years+,6,5,24,1,17,Never,OneOrTwo,31,3,None,1,57,0.6172839506172839,0.23201856148491878,9,1,0
Bad,74,104,5,49,13,,100,Unknown,7,8,13,1,31,Unknown,unknown,60,5,2,1,100,0.21739130434782608,0.4273504273504274,0,0,1
Bad,71,285,3,84,25,Never,93,2years+,6,5,27,1,33,Never,UpTo10,30,2,3,1,78,0.6172839506172839,0.23201856148491878,8,0,0
Bad,61,358,6,140,26,Never,67,LastYear,6,5,27,1,26,Unknown,OneOrTwo,76,10,None,3,69,1.0869565217391304,0.4273504273504274,4,1,1
Bad,69,146,5,73,31,,100,Unknown,7,8,31,4,29,Never,OneOrTwo,63,6,3,3,83,0.21739130434782608,0.23201856148491878,0,0,1
Good,59,274,3,98,27,,93,InLastMonth,4,6,28,2,21,Never,noInqueryMade,54,8,1,4,65,3.7037037037037033,0.23201856148491878,4,0,0
Good,61,195,9,88,19,,95,InLast6Months,4,6,20,1,32,InLastMonth,noInqueryMade,59,3,1,2,67,0.7575757575757576,1.8181818181818181,5,0,1
Bad,66,216,4,89,27,,100,Unknown,7,8,27,1,41,Unknown,UpTo5,78,5,1,3,70,0.21739130434782608,0.4273504273504274,0,0,1
Bad,77,192,5,83,22,,96,2years+,6,6,23,1,39,Never,OneOrTwo,29,4,2,1,54,0.6172839506172839,0.23201856148491878,5,0,0
Good,70,137,25,89,8,,100,Unknown,7,8,9,0,22,Never,unknown,100,3,unknown,2,100,0.21739130434782608,0.23201856148491878,12,0,1
Bad,79,97,3,56,19,,100,Unknown,7,8,20,1,30,Never,OneOrTwo,12,2,1,0,83,0.21739130434782608,0.23201856148491878,5,0,0
Bad,73,321,23,59,21,,100,Unknown,7,8,41,0,29,InLastMonth,UpTo5,63,5,3,2,77,0.21739130434782608,1.8181818181818181,49,0,1
Bad,92,330,1,119,10,,100,Unknown,7,8,11,2,9,Unknown,unknown,1,1,None,0,33,0.21739130434782608,0.4273504273504274,10,0,0
Good,82,273,6,103,28,,100,Unknown,7,8,32,1,31,InLastMonth,noInqueryMade,2,4,2,0,50,0.21739130434782608,1.8181818181818181,13,0,0
Bad,66,120,3,60,23,Never,83,LastYear,5,5,30,2,17,Unknown,OneOrTwo,44,4,1,0,67,1.0869565217391304,0.4273504273504274,24,1,0
Bad,80,117,2,59,32,,100,Unknown,7,8,34,3,24,Never,OneOrTwo,27,4,1,1,54,0.21739130434782608,0.23201856148491878,6,0,0
Bad,71,173,2,59,53,OnceOrTwice,99,6-12months,0,2,55,6,25,Never,UpTo10,22,7,3,4,62,1.5625,0.23201856148491878,4,0,0
Bad,83,209,8,80,4,,100,Unknown,7,8,5,1,20,Never,unknown,9,3,unknown,0,75,0.21739130434782608,0.23201856148491878,20,0,0
Bad,61,35,2,15,15,,100,Unknown,7,8,17,6,71,InLast6Months,noInqueryMade,0,0,5OrMore,0,75,0.21739130434782608,0.6896551724137931,12,0,0
Bad,73,330,7,131,6,,67,LastYear,6,6,6,1,50,InLast6Months,unknown,59,2,None,0,75,1.0869565217391304,0.6896551724137931,0,1,1
Good,88,450,4,150,12,,92,2years+,6,6,12,1,42,Unknown,unknown,2,2,None,0,75,0.6172839506172839,0.4273504273504274,0,0,0
Good,83,187,3,80,29,,100,Unknown,7,8,30,1,33,6-12months,noInqueryMade,13,3,None,2,50,0.21739130434782608,2.7027027027027026,4,0,0
Good,75,189,11,73,27,,96,2years+,6,6,28,1,43,LastYear,unknown,65,3,2,2,75,0.6172839506172839,2.380952380952381,4,0,1
Bad,55,139,0,46,23,OnceOrTwice,77,InLast6Months,0,2,26,4,31,InLast6Months,unknown,33,4,2,0,67,0.7575757575757576,0.6896551724137931,12,1,0
Bad,62,84,3,45,28,,93,2years+,5,6,30,4,60,Never,UpTo10,68,8,4,0,87,0.6172839506172839,0.23201856148491878,7,0,1
Bad,73,190,8,113,27,,100,Unknown,7,8,30,1,23,InLast6Months,unknown,40,9,2,1,68,0.21739130434782608,0.6896551724137931,10,0,0
Bad,71,358,9,97,39,,100,Unknown,7,8,39,1,10,Never,unknown,29,7,1,2,37,0.21739130434782608,0.23201856148491878,0,0,0
Bad,60,63,4,21,16,,88,2years+,5,6,16,5,38,Never,UpTo5,74,6,3,1,92,0.6172839506172839,0.23201856148491878,0,1,1
Bad,80,314,3,89,18,,100,Unknown,7,8,18,1,17,Never,unknown,10,10,None,1,73,0.21739130434782608,0.23201856148491878,0,0,0
Good,78,319,2,82,53,,98,2years+,6,6,55,3,24,Never,OneOrTwo,12,3,3,0,58,0.6172839506172839,0.23201856148491878,4,0,0
Bad,64,79,3,38,16,,100,Unknown,7,8,18,5,29,Unknown,UpTo10,53,5,None,1,86,0.21739130434782608,0.4273504273504274,12,0,0
Bad,80,115,3,44,11,,100,Unknown,7,8,12,2,55,InLast6Months,unknown,27,1,1,0,50,0.21739130434782608,0.6896551724137931,9,0,0
Bad,60,75,25,69,2,Never,33,LastYear,6,5,3,0,67,Never,unknown,80,1,None,1,100,1.0869565217391304,0.23201856148491878,34,1,1
Good,70,253,25,131,23,Never,100,Unknown,0,8,23,0,35,Unknown,unknown,3,3,2,0,55,0.21739130434782608,0.4273504273504274,0,0,0
Good,80,290,5,96,14,,100,Unknown,7,8,43,2,21,Unknown,noInqueryMade,29,5,1,1,58,0.21739130434782608,0.4273504273504274,68,0,0
Bad,56,64,18,48,2,Never,75,6-12months,0,6,5,0,80,Never,unknown,33,3,None,0,100,1.5625,0.23201856148491878,60,1,0
Good,76,194,1,45,17,,100,Unknown,7,8,0,3,25,Never,OneOrTwo,6,3,3,2,64,0.21739130434782608,0.23201856148491878,60,0,0
Bad,74,213,5,81,20,,100,Unknown,7,8,20,2,45,Unknown,unknown,73,5,3,2,100,0.21739130434782608,0.4273504273504274,0,0,1
Good,79,274,11,84,40,,100,Unknown,7,8,40,1,20,Never,unknown,19,7,None,1,40,0.21739130434782608,0.23201856148491878,0,0,0
Good,89,425,19,150,16,,100,Unknown,7,8,16,0,19,Never,unknown,0,2,unknown,0,50,0.21739130434782608,0.23201856148491878,0,0,0
Good,89,181,25,75,8,,100,Unknown,7,8,8,0,25,Never,unknown,0,1,None,0,40,0.21739130434782608,0.23201856148491878,0,0,0
Good,73,111,4,30,18,,100,Unknown,7,8,20,3,50,Never,UpTo5,27,2,5OrMore,0,80,0.21739130434782608,0.23201856148491878,10,0,0
Good,77,130,5,66,22,OnceOrTwice,92,2years+,6,5,32,3,29,Unknown,OneOrTwo,8,1,2,0,71,0.6172839506172839,0.4273504273504274,32,0,0
Good,93,236,25,142,19,,100,Unknown,7,8,11,0,11,Unknown,unknown,1,2,None,0,30,0.21739130434782608,0.4273504273504274,-72,0,0
Bad,79,157,1,51,20,,100,Unknown,7,8,38,4,14,InLastMonth,noInqueryMade,11,3,unknown,2,27,0.21739130434782608,1.8181818181818181,48,0,0
Bad,84,224,14,110,12,,92,2years+,6,6,12,0,25,Unknown,OneOrTwo,17,1,unknown,0,33,0.6172839506172839,0.4273504273504274,0,0,0
Good,86,228,2,79,42,,100,Unknown,7,8,17,4,20,Never,UpTo5,9,7,None,0,50,0.21739130434782608,0.23201856148491878,-147,0,0
Good,55,337,8,53,25,Never,81,LastYear,6,5,28,1,11,InLast6Months,unknown,25,7,1,2,75,1.0869565217391304,0.6896551724137931,11,1,0
Bad,61,174,1,61,25,,88,6-12months,4,6,26,3,12,Unknown,unknown,41,6,1,1,57,1.5625,0.4273504273504274,4,1,0
Good,88,280,5,127,37,,100,Unknown,7,8,39,2,34,InLast6Months,OneOrTwo,6,2,2,0,38,0.21739130434782608,0.6896551724137931,6,0,0
Bad,66,40,4,20,11,,100,Unknown,7,8,12,3,27,Unknown,UpTo5,69,3,1,1,83,0.21739130434782608,0.4273504273504274,9,0,1
Bad,68,194,4,91,22,,95,InLast6Months,4,6,0,1,45,InLast6Months,noInqueryMade,40,4,2,2,78,0.7575757575757576,0.6896551724137931,9,0,0
Good,86,94,9,90,23,,100,Unknown,7,8,7,2,16,LastYear,unknown,14,2,None,1,38,0.21739130434782608,2.380952380952381,-228,0,0
Good,75,356,15,122,20,Never,82,6-12months,6,5,22,0,18,LastYear,unknown,23,5,None,0,60,1.5625,2.380952380952381,10,1,0
Bad,69,300,5,66,31,,100,Unknown,7,8,36,6,16,Unknown,noInqueryMade,44,9,2,2,60,0.21739130434782608,0.4273504273504274,14,0,0
Good,85,192,2,86,25,,100,Unknown,7,8,29,2,41,Unknown,noInqueryMade,28,2,2,0,63,0.21739130434782608,0.4273504273504274,14,0,0
Good,71,98,5,46,17,,100,Unknown,7,8,18,4,39,Never,noInqueryMade,57,3,2,1,86,0.21739130434782608,0.23201856148491878,6,0,1
Good,78,423,1,138,30,,97,2years+,6,6,31,5,23,Unknown,noInqueryMade,26,4,None,1,32,0.6172839506172839,0.4273504273504274,4,0,0
Bad,72,55,4,32,21,,100,Unknown,7,8,21,4,48,Never,unknown,18,6,3,0,71,0.21739130434782608,0.23201856148491878,0,0,0
Good,87,263,3,73,21,,100,Unknown,7,8,21,3,24,6-12months,unknown,13,3,1,0,42,0.21739130434782608,2.7027027027027026,0,0,0
Bad,65,299,6,77,11,Never,92,InLastMonth,0,2,12,4,17,Never,UpTo10,18,6,None,1,78,3.7037037037037033,0.23201856148491878,9,0,0
Bad,60,160,8,62,26,,96,InLast6Months,4,6,28,2,75,Unknown,unknown,57,5,5OrMore,3,100,0.7575757575757576,0.4273504273504274,8,0,1
Good,67,160,4,49,27,,97,2years+,6,6,29,6,45,Unknown,UpTo5,30,5,1,0,70,0.6172839506172839,0.4273504273504274,7,0,0
Good,71,301,17,132,13,,93,InLast6Months,4,6,14,0,36,Never,unknown,46,2,None,1,60,0.7575757575757576,0.23201856148491878,8,0,0
Bad,57,119,4,59,39,,97,InLast6Months,4,6,39,3,3,Never,OneOrTwo,58,8,None,4,36,0.7575757575757576,0.23201856148491878,0,0,1
Bad,69,237,5,76,47,Never,100,Unknown,6,8,52,2,27,Never,unknown,8,5,None,1,60,0.21739130434782608,0.23201856148491878,10,0,0
Good,72,238,8,110,14,Never,93,InLast6Months,3,5,31,1,20,InLast6Months,OneOrTwo,8,5,unknown,0,56,0.7575757575757576,0.6896551724137931,55,0,0
Bad,68,190,3,64,13,Never,71,2years+,6,5,14,2,29,Unknown,OneOrTwo,37,8,1,0,91,0.6172839506172839,0.4273504273504274,8,1,0
Good,84,241,16,95,21,,95,2years+,6,6,21,0,24,InLast6Months,OneOrTwo,9,3,None,0,50,0.6172839506172839,0.6896551724137931,0,0,0
Good,69,211,1,79,29,,97,6-12months,4,6,30,1,50,InLastMonth,UpTo5,33,5,2,1,80,1.5625,1.8181818181818181,4,0,0
Good,91,278,25,123,17,,100,Unknown,7,8,19,0,32,Unknown,unknown,1,4,None,0,63,0.21739130434782608,0.4273504273504274,11,0,0
Good,88,330,2,93,18,,100,Unknown,7,8,19,1,32,Never,noInqueryMade,3,6,None,0,64,0.21739130434782608,0.23201856148491878,6,0,0
Good,85,175,9,79,21,,100,Unknown,7,8,21,1,10,InLastMonth,OneOrTwo,8,1,None,0,25,0.21739130434782608,1.8181818181818181,0,0,0
Good,67,85,6,35,16,,100,Unknown,7,8,16,4,19,Never,OneOrTwo,78,5,1,3,78,0.21739130434782608,0.23201856148491878,0,0,1
Good,79,197,25,108,43,,100,Unknown,7,8,45,0,72,Never,UpTo10,10,4,2,1,80,0.21739130434782608,0.23201856148491878,5,0,0
Good,77,168,14,72,21,,100,Unknown,7,8,21,0,29,InLast6Months,noInqueryMade,29,2,None,1,50,0.21739130434782608,0.6896551724137931,0,0,0
Good,80,122,3,65,19,,100,Unknown,7,8,19,2,42,InLast6Months,noInqueryMade,18,2,2,0,83,0.21739130434782608,0.6896551724137931,0,0,0
Bad,71,158,1,71,29,,100,Unknown,7,8,30,6,30,Never,OneOrTwo,39,5,2,2,67,0.21739130434782608,0.23201856148491878,4,0,0
Good,76,264,3,113,15,Never,94,2years+,6,2,16,2,38,InLast6Months,OneOrTwo,0,0,1,0,38,0.6172839506172839,0.6896551724137931,7,0,0
Good,71,173,5,73,25,Never,100,Unknown,7,8,25,2,32,Unknown,unknown,45,5,2,3,64,0.21739130434782608,0.4273504273504274,0,0,0
Good,60,194,8,88,53,,95,6-12months,4,6,55,3,34,Unknown,noInqueryMade,54,6,3,3,61,1.5625,0.4273504273504274,4,0,0
Good,66,189,5,101,16,3-5,71,2years+,6,2,22,1,29,Never,OneOrTwo,37,6,None,2,100,0.6172839506172839,0.23201856148491878,28,1,0
Bad,72,263,6,95,38,,97,2years+,6,6,38,3,24,Unknown,unknown,53,8,1,2,61,0.6172839506172839,0.4273504273504274,0,0,0
Bad,66,194,4,17,4,,100,Unknown,7,8,5,2,80,InLast6Months,UpTo5,97,1,1,1,75,0.21739130434782608,0.6896551724137931,20,0,1
Bad,67,194,6,57,18,Never,100,Unknown,6,8,0,3,44,Unknown,UpTo5,31,4,1,1,86,0.21739130434782608,0.4273504273504274,20,0,0
Good,70,168,25,78,22,Never,96,2years+,6,5,17,0,65,InLast6Months,noInqueryMade,61,3,2,2,75,0.6172839506172839,0.6896551724137931,-29,0,1
Good,71,141,3,45,40,Never,98,LastYear,6,5,41,6,61,Unknown,unknown,33,2,5OrMore,1,73,1.0869565217391304,0.4273504273504274,3,0,0
Bad,61,34,8,16,5,Never,100,Unknown,6,8,5,2,60,Never,unknown,95,2,1,2,100,0.21739130434782608,0.23201856148491878,0,0,1
Good,87,153,25,83,5,,100,Unknown,7,8,12,0,20,InLast6Months,noInqueryMade,0,1,None,0,67,0.21739130434782608,0.6896551724137931,59,0,0
Bad,63,73,25,53,1,Never,50,InLast6Months,4,5,2,0,80,6-12months,unknown,33,3,unknown,0,65,0.7575757575757576,2.7027027027027026,50,1,0
Bad,68,201,7,99,35,,97,2years+,6,6,35,4,26,6-12months,unknown,48,10,2,3,57,0.6172839506172839,2.7027027027027026,0,0,0
Bad,47,450,2,74,17,6+,74,InLast6Months,3,5,27,6,48,Never,noInqueryMade,53,3,4,0,80,0.7575757575757576,0.23201856148491878,38,1,0
Good,83,146,9,82,26,,100,Unknown,7,8,26,1,19,LastYear,unknown,21,4,1,0,58,0.21739130434782608,2.380952380952381,0,0,0
Bad,72,335,8,79,26,Never,100,Unknown,0,8,19,1,35,Unknown,noInqueryMade,26,4,1,1,50,0.21739130434782608,0.4273504273504274,-36,0,0
Good,66,164,19,108,9,Never,70,6-12months,4,5,10,0,80,Unknown,unknown,0,0,3,0,80,1.5625,0.4273504273504274,10,1,0
Bad,79,256,17,117,5,,50,LastYear,6,6,6,0,0,Never,OneOrTwo,0,1,unknown,0,33,1.0869565217391304,0.23201856148491878,17,1,0
Good,80,88,8,48,16,,100,Unknown,7,8,16,2,25,Unknown,unknown,3,2,None,0,38,0.21739130434782608,0.4273504273504274,0,0,0
Bad,62,80,2,47,24,,96,2years+,6,6,25,1,48,Never,unknown,73,5,4,2,91,0.6172839506172839,0.23201856148491878,4,0,1
Good,86,205,5,98,30,,100,Unknown,7,8,31,3,10,6-12months,unknown,5,3,1,0,40,0.21739130434782608,2.7027027027027026,4,0,0
Bad,68,115,13,48,15,,80,6-12months,6,6,15,0,33,InLast6Months,unknown,2,3,2,0,78,1.5625,0.6896551724137931,0,1,0
Bad,63,79,10,30,10,,100,Unknown,7,8,10,1,30,Unknown,unknown,88,4,1,2,100,0.21739130434782608,0.4273504273504274,0,0,1
Bad,67,89,1,36,16,,100,Unknown,7,8,19,5,26,Never,UpTo5,63,6,1,3,73,0.21739130434782608,0.23201856148491878,16,0,1
Bad,69,196,3,55,8,Never,73,InLast6Months,4,5,28,2,45,Never,noInqueryMade,27,2,1,0,67,0.7575757575757576,0.23201856148491878,72,1,0
Bad,57,156,4,71,13,OnceOrTwice,75,InLast6Months,0,2,16,1,56,Unknown,noInqueryMade,95,2,1,1,100,0.7575757575757576,0.4273504273504274,19,1,1
Bad,63,437,6,150,10,OnceOrTwice,77,6-12months,2,4,27,1,38,InLast6Months,unknown,36,5,2,0,80,1.5625,0.6896551724137931,63,1,0
Good,65,155,1,89,6,Never,78,6-12months,4,5,9,1,33,Never,UpTo5,50,1,2,0,67,1.5625,0.23201856148491878,34,1,0
Good,67,255,1,104,41,3-5,88,6-12months,6,6,48,1,21,Never,noInqueryMade,30,3,3,1,39,1.5625,0.23201856148491878,15,1,0
Good,65,209,8,56,41,Never,98,InLast6Months,0,2,47,4,38,Unknown,unknown,0,3,5OrMore,0,43,0.7575757575757576,0.4273504273504274,13,0,0
Good,80,251,7,79,46,,100,Unknown,6,7,44,3,40,InLast6Months,unknown,20,6,2,0,47,0.21739130434782608,0.6896551724137931,-4,0,0
Good,62,161,1,60,16,Never,79,InLast6Months,4,5,19,5,16,Never,noInqueryMade,20,4,1,0,47,0.7575757575757576,0.23201856148491878,16,1,0
Bad,76,136,1,57,20,,100,Unknown,7,8,21,2,33,Never,unknown,44,5,None,1,60,0.21739130434782608,0.23201856148491878,5,0,0
Bad,73,273,5,100,23,OnceOrTwice,88,2years+,6,2,25,2,46,Never,unknown,0,1,1,0,50,0.6172839506172839,0.23201856148491878,8,1,0
Good,69,194,9,61,26,,100,Unknown,7,8,28,3,36,Unknown,UpTo5,43,5,1,2,64,0.21739130434782608,0.4273504273504274,8,0,0
Bad,59,208,18,88,28,,96,LastYear,6,6,28,0,25,Never,noInqueryMade,82,7,1,5,83,1.0869565217391304,0.23201856148491878,0,0,1
Good,58,135,15,71,17,Never,83,InLast6Months,4,2,18,0,33,LastYear,unknown,45,2,None,0,75,0.7575757575757576,2.380952380952381,6,1,0
Bad,65,54,13,34,9,,100,Unknown,7,8,9,0,33,Never,unknown,90,4,1,3,86,0.21739130434782608,0.23201856148491878,0,0,1
Good,79,96,3,49,29,,100,Unknown,7,8,32,3,50,Unknown,OneOrTwo,20,5,3,1,75,0.21739130434782608,0.4273504273504274,10,0,0
Bad,67,188,7,123,21,,77,2years+,6,6,22,3,9,Never,noInqueryMade,68,5,unknown,2,83,0.6172839506172839,0.23201856148491878,5,1,1
Good,77,216,4,91,39,,100,Unknown,7,8,41,3,29,Never,OneOrTwo,46,8,4,0,68,0.21739130434782608,0.23201856148491878,5,0,0
Bad,70,386,5,92,25,,100,Unknown,7,8,25,3,56,Never,UpTo5,67,4,3,2,89,0.21739130434782608,0.23201856148491878,0,0,1
Bad,64,58,4,24,2,Never,67,2years+,6,4,3,2,67,Never,noInqueryMade,33,3,1,0,100,0.6172839506172839,0.23201856148491878,34,1,0
Good,77,431,1,127,21,Never,96,LastYear,6,2,55,2,39,InLast6Months,unknown,10,1,2,0,33,1.0869565217391304,0.6896551724137931,62,0,0
Good,82,224,3,122,20,,100,Unknown,7,8,5,2,10,Unknown,noInqueryMade,16,8,unknown,1,73,0.21739130434782608,0.4273504273504274,-300,0,0
Good,78,156,4,41,13,,100,Unknown,7,8,13,6,38,InLast6Months,OneOrTwo,19,2,2,0,71,0.21739130434782608,0.6896551724137931,0,0,0
Good,84,166,5,66,27,,100,Unknown,7,8,29,2,28,InLast6Months,noInqueryMade,10,4,2,0,88,0.21739130434782608,0.6896551724137931,7,0,0
Good,90,423,6,109,15,,100,Unknown,7,8,15,3,0,Never,noInqueryMade,13,5,unknown,0,36,0.21739130434782608,0.23201856148491878,0,0,0
Good,80,236,4,88,39,,90,2years+,6,6,41,4,32,Never,OneOrTwo,1,4,None,0,63,0.6172839506172839,0.23201856148491878,5,0,0
Good,64,161,6,90,15,Never,76,2years+,6,2,17,3,24,Never,noInqueryMade,66,3,unknown,1,57,0.6172839506172839,0.23201856148491878,12,1,1
Bad,57,134,3,66,36,,97,LastYear,6,6,36,3,25,Never,OneOrTwo,64,10,4,5,71,1.0869565217391304,0.23201856148491878,0,0,1
Good,76,219,2,66,22,,100,Unknown,7,8,24,2,25,Never,unknown,24,3,2,1,35,0.21739130434782608,0.23201856148491878,9,0,0
Bad,59,118,4,33,12,OnceOrTwice,87,InLastMonth,3,5,15,5,53,Unknown,noInqueryMade,18,1,1,0,60,3.7037037037037033,0.4273504273504274,20,1,0
Bad,72,126,12,64,15,,100,Unknown,5,8,15,0,47,Never,OneOrTwo,77,4,1,2,75,0.21739130434782608,0.23201856148491878,0,0,1
Bad,67,121,2,29,15,Never,94,2years+,6,2,12,6,24,Unknown,noInqueryMade,30,6,None,1,64,0.6172839506172839,0.4273504273504274,-25,0,0
Bad,57,178,2,79,23,,92,InLast6Months,4,6,26,2,58,Unknown,OneOrTwo,57,5,1,1,100,0.7575757575757576,0.4273504273504274,12,0,1
Good,80,400,13,123,34,,100,Unknown,7,8,34,0,47,Never,OneOrTwo,5,3,3,1,67,0.21739130434782608,0.23201856148491878,0,0,0
Bad,64,237,13,88,7,OnceOrTwice,70,LastYear,6,3,10,0,70,Unknown,unknown,34,1,None,0,67,1.0869565217391304,0.4273504273504274,30,1,0
Good,82,186,3,85,19,,100,Unknown,7,8,22,4,27,InLast6Months,OneOrTwo,34,3,None,0,50,0.21739130434782608,0.6896551724137931,14,0,0
Bad,65,265,11,64,16,,88,2years+,6,6,17,1,24,Never,noInqueryMade,76,8,None,2,100,0.6172839506172839,0.23201856148491878,6,1,1
Bad,80,250,1,76,10,,92,Unknown,6,6,12,1,33,Never,OneOrTwo,4,3,2,1,75,0.21739130434782608,0.23201856148491878,17,0,0
Bad,80,206,1,68,19,,100,Unknown,7,8,21,4,52,InLastMonth,OneOrTwo,25,4,2,0,70,0.21739130434782608,1.8181818181818181,10,0,0
Good,74,211,8,74,40,Never,95,2years+,6,3,45,6,60,6-12months,unknown,15,1,5OrMore,0,83,0.6172839506172839,2.7027027027027026,12,0,0
Bad,64,116,8,62,7,Never,67,2years+,5,5,9,1,22,Never,UpTo5,93,5,unknown,3,100,0.6172839506172839,0.23201856148491878,23,1,1
Good,80,229,0,87,12,,100,Unknown,7,8,13,2,15,Never,unknown,53,2,None,2,38,0.21739130434782608,0.23201856148491878,8,0,0
Good,83,306,2,92,30,,100,Unknown,7,8,32,3,22,Unknown,unknown,18,5,None,1,43,0.21739130434782608,0.4273504273504274,7,0,0
Good,70,55,4,26,19,Never,100,Unknown,6,8,19,4,32,InLast6Months,noInqueryMade,15,3,None,1,33,0.21739130434782608,0.6896551724137931,0,0,0
Bad,75,132,8,48,21,,95,2years+,6,6,23,2,14,Unknown,noInqueryMade,3,1,1,0,60,0.6172839506172839,0.4273504273504274,9,0,0
Bad,81,198,4,63,20,,100,Unknown,7,8,21,4,30,LastYear,unknown,18,7,1,1,69,0.21739130434782608,2.380952380952381,5,0,0
Bad,65,123,2,53,29,3-5,83,6-12months,4,2,36,2,33,Unknown,unknown,15,5,unknown,0,50,1.5625,0.4273504273504274,20,1,0
Bad,60,199,9,53,23,,74,InLast6Months,4,6,23,1,17,Never,noInqueryMade,36,10,2,1,70,0.7575757575757576,0.23201856148491878,0,1,0
Good,68,214,3,78,8,Never,89,6-12months,3,5,9,2,22,Unknown,unknown,43,3,None,1,67,1.5625,0.4273504273504274,12,1,0
Good,64,181,2,68,17,OnceOrTwice,82,6-12months,3,5,22,3,55,InLast6Months,unknown,37,2,1,1,57,1.5625,0.6896551724137931,23,1,0
Good,72,189,11,91,45,Never,98,6-12months,4,6,54,1,58,InLast6Months,OneOrTwo,0,1,2,0,33,1.5625,0.6896551724137931,17,0,0
Bad,68,144,2,41,19,,100,Unknown,7,8,21,4,24,Never,noInqueryMade,63,10,2,3,93,0.21739130434782608,0.23201856148491878,10,0,1
Good,67,182,7,50,13,,100,Unknown,7,8,6,1,62,Unknown,OneOrTwo,24,3,2,0,86,0.21739130434782608,0.4273504273504274,-116,0,0
Bad,87,328,5,121,6,,86,2years+,6,6,7,2,14,LastYear,unknown,0,0,unknown,0,0,0.6172839506172839,2.380952380952381,15,1,0
Bad,68,182,19,94,19,,90,InLast6Months,4,6,20,0,40,Never,OneOrTwo,5,3,2,0,55,0.7575757575757576,0.23201856148491878,5,0,0
Bad,73,118,6,41,26,OnceOrTwice,96,2years+,6,5,27,5,56,InLast6Months,unknown,40,4,2,1,88,0.6172839506172839,0.6896551724137931,4,0,0
Good,82,153,5,46,4,,100,Unknown,7,8,4,2,50,Never,unknown,16,1,None,0,100,0.21739130434782608,0.23201856148491878,0,0,0
Good,89,233,3,118,35,,100,Unknown,7,8,36,4,33,LastYear,unknown,0,4,unknown,0,33,0.21739130434782608,2.380952380952381,3,0,0
Good,81,271,10,59,20,,100,Unknown,7,8,18,1,25,Never,noInqueryMade,0,1,1,0,23,0.21739130434782608,0.23201856148491878,-11,0,0
Bad,58,210,14,87,23,,70,InLastMonth,4,6,23,0,35,Never,noInqueryMade,53,6,2,2,77,3.7037037037037033,0.23201856148491878,0,1,0
Bad,61,250,4,66,47,Never,100,Unknown,6,8,49,2,39,Never,OneOrTwo,73,10,3,5,90,0.21739130434782608,0.23201856148491878,5,0,1
Bad,63,194,8,67,18,3-5,71,LastYear,6,2,21,2,33,Never,noInqueryMade,9,1,None,0,25,1.0869565217391304,0.23201856148491878,15,1,0
Bad,60,134,4,55,38,,92,InLast6Months,4,6,39,6,46,Never,unknown,42,10,4,2,89,0.7575757575757576,0.23201856148491878,3,0,0
Good,75,105,2,53,22,,100,Unknown,7,8,25,5,56,Never,noInqueryMade,31,5,2,1,80,0.21739130434782608,0.23201856148491878,12,0,0
Good,79,251,25,99,23,,91,6-12months,4,6,24,0,17,LastYear,unknown,6,3,1,0,31,1.5625,2.380952380952381,5,0,0
